psnr,ssim,color_diff,cer,epi,dust_level,processing_time,filename,psnr_fixed
inf,1.0,0.0,0.9999999585041223,1.0,0,0.010085105895996094,img_104.jpg,50.0
inf,1.0,0.0,0.9999999700742108,1.0,0,0.007726192474365234,img_149.jpg,50.0
inf,1.0,0.0,0.9999999318546575,1.0,0,0.007071256637573242,img_59.jpg,50.0
inf,1.0,0.0,0.9999999613511548,1.0,0,0.007580995559692383,img_239.jpg,50.0
inf,1.0,0.0,0.9999999410734954,1.0,0,0.007238864898681641,img_74.jpg,50.0
inf,1.0,0.0,0.9999999599637605,1.0,0,0.008415937423706055,img_89.jpg,50.0
inf,1.0,0.0,0.9999999658273693,1.0,0,0.007869958877563477,img_164.jpg,50.0
inf,1.0,0.0,0.9999999477703964,1.0,0,0.007112979888916016,img_209.jpg,50.0
inf,1.0,0.0,0.9999999479749704,1.0,0,0.007262229919433594,img_194.jpg,50.0
inf,1.0,0.0,0.9999999131085264,1.0,0,0.0071370601654052734,img_44.jpg,50.0
inf,1.0,0.0,0.9999999601134963,1.0,0,0.007783174514770508,img_224.jpg,50.0
inf,1.0,0.0,0.9999999606454819,1.0,0,0.007624149322509766,img_179.jpg,50.0
inf,1.0,0.0,0.9999999683361135,1.0,0,0.008155107498168945,img_134.jpg,50.0
inf,1.0,0.0,0.9999999630088473,1.0,0,0.007674217224121094,img_119.jpg,50.0
28.598166450010435,0.7740375802051804,21.767096392717278,1.2359077315379388,0.47861568686716033,1,0.023173093795776367,189.png,28.598166450010435
29.19879084882268,0.7869349789142275,17.198747084513272,1.3351097992886547,0.34354108259650634,1,0.01769089698791504,63.png,29.19879084882268
28.55866329651719,0.7646293537299745,22.86004971920973,1.3551221068532728,0.42704266088214027,1,0.018667936325073242,200.png,28.55866329651719
28.482771271845124,0.7657131028805173,23.73835086012968,1.4035141683859287,0.36059877038225074,1,0.017869949340820312,214.png,28.482771271845124
28.483501667211083,0.7654958706016026,23.363758335469,1.356881274260918,0.3773636991028295,1,0.01754307746887207,215.png,28.483501667211083
28.54250617656107,0.761795905901209,22.941330500071317,1.370880759052887,0.40911094783247615,1,0.01821732521057129,201.png,28.54250617656107
29.17168591438084,0.7876677051736698,17.110082841540585,1.3290504065285444,0.3452886247877759,1,0.01758289337158203,62.png,29.17168591438084
28.61781885383683,0.7732422830286032,21.62772798321183,1.2315632297346355,0.45639987542821553,1,0.018522024154663086,188.png,28.61781885383683
28.88673279199365,0.7925631049429243,18.681042406905593,1.2404871589984938,0.5507571508693214,1,0.018065929412841797,149.png,28.88673279199365
29.169207812948162,0.7876745144037346,16.99790652631724,1.3007488817512978,0.32768481253971615,1,0.01802802085876465,60.png,29.169207812948162
28.485675692892887,0.7677816392299752,22.936597875746404,1.2614016213681953,0.34600402955003356,1,0.017817974090576172,217.png,28.485675692892887
28.535528253085012,0.7585885277818788,22.899757841514575,1.3584738473619922,0.43040652863835577,1,0.018110036849975586,203.png,28.535528253085012
28.547927571135276,0.7607399546319323,22.9304956837487,1.3706605936428324,0.44687356673291545,1,0.01830315589904785,202.png,28.547927571135276
28.484519882895615,0.7647731696104904,23.135782955655596,1.314124318384848,0.3575441962450322,1,0.018710613250732422,216.png,28.484519882895615
29.1648625349363,0.7874501492411708,17.107294833069478,1.3217521582488971,0.35057227638830013,1,0.01905679702758789,61.png,29.1648625349363
28.873380239572665,0.7914833037117067,18.61521742862668,1.2245899416607011,0.48267898383371827,1,0.01879405975341797,148.png,28.873380239572665
29.185713538445405,0.7871686348118755,17.088414460627984,1.2976852952969822,0.3692139737991266,1,0.017879962921142578,59.png,29.185713538445405
29.1674606378176,0.7859781242983859,17.05508357031007,1.3336678034857241,0.3296137339055794,1,0.01777791976928711,65.png,29.1674606378176
28.48832237508221,0.7654911337857223,23.876104475814447,1.4184722515397687,0.40013755158184316,1,0.01857161521911621,212.png,28.48832237508221
28.51688938461073,0.7596495637877987,23.299922638132564,1.3869258277379506,0.425544794188862,1,0.018429040908813477,206.png,28.51688938461073
28.504089356422696,0.760473369582206,23.13246638193263,1.35576260369442,0.44310943833236827,1,0.018445968627929688,207.png,28.504089356422696
28.47946948729755,0.7670581749478375,23.71307999816458,1.4128934067130514,0.35574689080224137,1,0.018186092376708984,213.png,28.47946948729755
29.163419944903918,0.7869088898261638,17.130255708941352,1.3260094051634208,0.3407342273027039,1,0.017652034759521484,64.png,29.163419944903918
29.177829971628483,0.7869208443424012,17.206356905579202,1.3063396682607977,0.3672546359113523,1,0.019539833068847656,58.png,29.177829971628483
28.55089638559177,0.7667777650715125,22.850592770120084,1.3302983559873771,0.43134283116095784,1,0.02011585235595703,198.png,28.55089638559177
29.145276840806332,0.7851124451624731,16.984234405006347,1.3078966397913172,0.31945624468988953,1,0.01898193359375,66.png,29.145276840806332
28.516221443155423,0.7584582256534542,23.271929294371535,1.3926062023823504,0.4408217954443948,1,0.01883983612060547,205.png,28.516221443155423
28.457569445026177,0.7643818797831435,24.02373775620929,1.4162312366159977,0.399949051076296,1,0.01851177215576172,211.png,28.457569445026177
28.47795997963952,0.7663448520516607,23.755435026989094,1.3979489297394312,0.4196222312814241,1,0.018845081329345703,210.png,28.47795997963952
28.528571995453404,0.7578861990948703,23.080717147391717,1.379327755815582,0.43207519459538846,1,0.019176959991455078,204.png,28.528571995453404
28.555611941170156,0.7659451411251105,22.757507316499183,1.3324776975078618,0.4525709219858156,1,0.01934671401977539,199.png,28.555611941170156
28.99734584139678,0.7874851023201194,18.216740028868294,1.2835807642267998,0.5232364376967228,1,0.018459320068359375,129.png,28.99734584139678
28.98747066793922,0.787390796780373,18.252662187873685,1.2958280806757156,0.5927023522874606,1,0.018311262130737305,128.png,28.98747066793922
28.926477080761394,0.7899934642004909,18.315014184622516,1.2203317179371114,0.48917306052855924,1,0.01835322380065918,138.png,28.926477080761394
28.962564801743092,0.7912064226580608,18.281683764292907,1.2297982613374452,0.5461921445694266,1,0.018249988555908203,139.png,28.962564801743092
28.962979539849215,0.7893440933140832,18.210618926730774,1.2296443258751324,0.5342259098623421,1,0.019144058227539062,134.png,28.962979539849215
29.134940312689682,0.7853873299437416,17.304639436840457,1.3040097489880114,0.3535762483130904,1,0.017857074737548828,21.png,29.134940312689682
28.964174035652984,0.7900894617613902,18.288562290003718,1.2451419972117694,0.5287977632805219,1,0.017580032348632812,135.png,28.964174035652984
29.01885668080622,0.7831561889775088,18.56752200082965,1.3334164139558806,0.5410628019323671,1,0.01847982406616211,123.png,29.01885668080622
28.954040059351094,0.7903963716653979,18.38650894212278,1.240231588729899,0.5048836796306162,1,0.01866888999938965,137.png,28.954040059351094
29.13838650094022,0.7853696718242043,17.283848543731505,1.300716939723763,0.3984392930915768,1,0.017666101455688477,22.png,29.13838650094022
29.145699809628685,0.7858588851239604,17.398586257997344,1.3083726121184527,0.43760018319212274,1,0.018069744110107422,23.png,29.145699809628685
28.969387010195163,0.7906639982905165,18.3331032276329,1.240021708191157,0.5070316894805925,1,0.01802229881286621,136.png,28.969387010195163
29.01946491435072,0.7868711841383014,18.478356804250684,1.3294814941772448,0.5387922976257244,1,0.02645397186279297,126.png,29.01946491435072
28.996795983144747,0.7888733645041345,18.08192100751797,1.2446188077908782,0.5386338185890257,1,0.018908977508544922,132.png,28.996795983144747
28.997820172038182,0.7895678230149004,18.141794286689713,1.2525922690183433,0.5049705449189985,1,0.018725872039794922,133.png,28.997820172038182
28.980039004005143,0.786231142364887,18.540648619400763,1.317457082740196,0.5621900038153377,1,0.017983198165893555,127.png,28.980039004005143
29.005119854837353,0.7883934088629495,18.123088124504854,1.261359341106331,0.5255960081315838,1,0.018023014068603516,131.png,29.005119854837353
29.01056304733981,0.7839795797362475,18.458916632898408,1.3138268475719286,0.5707271010387158,1,0.018366098403930664,125.png,29.01056304733981
29.150705477452746,0.7867530282650818,17.403573301932262,1.3179655239531884,0.4126666666666667,1,0.01778888702392578,24.png,29.150705477452746
29.02892863558659,0.7836836281170725,18.508003444716717,1.3254387109032635,0.5629100733307604,1,0.018072128295898438,124.png,29.02892863558659
28.976456119339005,0.7873166161491811,18.17013876535174,1.266881100069954,0.5500830105146652,1,0.01869487762451172,130.png,28.976456119339005
28.915129030334803,0.7900438686089858,18.361971699455527,1.2167627299595973,0.47254487856388594,1,0.018270015716552734,143.png,28.915129030334803
28.582756658237976,0.7714324658052314,22.279437654031828,1.2842046779366423,0.48233438485804414,1,0.0182492733001709,194.png,28.582756658237976
28.489057258601452,0.7646123221582124,23.657930682176357,1.3789351355523618,0.41734454708396523,1,0.018140316009521484,209.png,28.489057258601452
28.455338347064945,0.7691602165465613,22.932545639147264,1.2329275325477074,0.32938257993384784,1,0.018693923950195312,220.png,28.455338347064945
28.491785801833267,0.7627221817574215,23.487358144209775,1.3709145075184301,0.4312934631432545,1,0.018597841262817383,208.png,28.491785801833267
28.57512478065803,0.7698457363529729,22.40031866222374,1.2945296866348937,0.42632375189107413,1,0.01922011375427246,195.png,28.57512478065803
28.919803365171674,0.7909559181942695,18.394004950298065,1.2298534209576961,0.49332845914823614,1,0.019335031509399414,142.png,28.919803365171674
28.942668457386773,0.79034972645129,18.362660912388286,1.2263599943819907,0.521682967337147,1,0.018919944763183594,140.png,28.942668457386773
28.568535564316036,0.7675317215478057,22.577674272150148,1.307240595519813,0.4430147058823529,1,0.01918172836303711,197.png,28.568535564316036
28.574256600524713,0.7676385966141106,22.48639956251354,1.2991333646711654,0.4494061043452112,1,0.01811504364013672,196.png,28.574256600524713
28.952064808148247,0.7902375661559424,18.328895816837846,1.2175803968765069,0.4912891986062718,1,0.018502235412597656,141.png,28.952064808148247
28.895998776743777,0.7907319472603898,18.470749952978093,1.2275358333000697,0.49350883519653804,1,0.019142866134643555,145.png,28.895998776743777
28.859831260523585,0.7913067062649196,18.877926872547008,1.240151669859663,0.5252108070900017,1,0.020180940628051758,151.png,28.859831260523585
28.59538585510345,0.7715749296845654,22.08728562663279,1.260443210490584,0.43125378558449423,1,0.01851820945739746,192.png,28.59538585510345
28.587328823881496,0.7715356881767683,22.09063924356947,1.2670767858636411,0.45570819516816674,1,0.01833796501159668,193.png,28.587328823881496
28.886149874753887,0.7918554786924868,18.73184308186212,1.242422170043036,0.5169447789437468,1,0.01824784278869629,150.png,28.886149874753887
28.924476921990788,0.791214348533268,18.441017861369936,1.2384442644616402,0.5122258180510608,1,0.019330978393554688,144.png,28.924476921990788
28.83236434070522,0.7903903585003822,18.951408452207065,1.2325932622038027,0.5366074664733599,1,0.01820683479309082,152.png,28.83236434070522
28.92031012033646,0.7918892576087082,18.55098549066436,1.2474100262489765,0.5079248064872834,1,0.019226789474487305,146.png,28.92031012033646
28.593019358543067,0.7732189701318252,21.871214910057077,1.2496352412120308,0.46236895634485997,1,0.01829814910888672,191.png,28.593019358543067
28.466758889063385,0.7681441761919208,22.80964844312341,1.2193227681920096,0.36385130697491136,1,0.01940298080444336,218.png,28.466758889063385
28.478742464243734,0.768524480218448,22.96074054996041,1.2242430003919547,0.27895528510871054,1,0.018939971923828125,219.png,28.478742464243734
28.595085037959137,0.7737061372771289,21.88521304335596,1.2435287142929923,0.5057452662243082,1,0.018399953842163086,190.png,28.595085037959137
28.909289615157093,0.7915560499805497,18.636791122082975,1.25071858358124,0.4550105857445307,1,0.017444849014282227,147.png,28.909289615157093
28.862844433020413,0.7904925578297697,19.053937060782694,1.2473205651974266,0.5441438234247064,1,0.019721031188964844,153.png,28.862844433020413
